,title,page_id,quality
85,"Edward de Vere, 17th Earl of Oxford",10139,B
86,Erinyes,10141,B
87,Epipalaeolithic Near East,10259,B
88,Francis Scott Key,10937,B
89,Functional programming,10933,B
90,FIDE,11146,B
91,Figure skating,11152,B
92,Faroese language,11273,B
93,Miami Marlins,11278,B
94,Fuerteventura,11475,B
95,Flamenco,11558,B
96,Fundamental theorem of arithmetic,11556,B
97,Fawlty Towers,11673,B
98,First Battle of El Alamein,11775,B
99,Ghana,12067,B
100,Gustave Eiffel,12232,B
101,Glacier,12463,B
102,Green,12460,B
103,General surgery,12545,B
104,Gorilla,12546,B
105,Gymnastics,12551,B
106,Gian Lorenzo Bernini,12635,B
107,Hawaii,13270,B
108,Hungary,13275,B
109,Economy of Hong Kong,13409,B
110,Hyperthyroidism,13492,B
111,Henry Rollins,13820,B
112,Hamas,13913,B
113,History of Russia,14115,B
114,History of Zimbabwe,14114,B
115,Elagabalus,14227,B
116,Haggis,14320,B
117,Horned God,14318,B
118,Harmony Society,14406,B
119,Republic of Ireland,14560,B
120,Iridium,14752,B
121,I386,15070,B
122,Insurance,15176,B
123,ISO 216,15275,B
124,Isabella d'Este,15401,B
125,Ian Botham,15524,B
126,Iblis,15514,B
127,Jamaica,15660,B
128,June,15785,B
129,Judit Polgár,15937,B
130,Justus von Liebig,16024,B
131,Jack Butler Yeats,16130,B
132,Jerome Kern,16227,B
133,John James Audubon,16317,B
134,Joseph Campbell,16315,B
135,Judy Blume,16496,B
136,Kenning,16788,B
137,King Kong (1933 film),16782,B
138,Karma,16864,B
139,Koan,16862,B
140,Kangaroo,17064,B
141,K2,17359,B
142,"Kansas City, Missouri",17454,B
143,Kevin Warwick,17453,B
144,Lee Harvey Oswald,17652,B
145,Liechtenstein,17810,B
146,Leon Trotsky,17888,B
147,Lafcadio Hearn,17992,B
148,Liverpool,18081,B
149,Lagrange point,18285,B
150,Leap second,18472,B
151,Lower Mainland,18474,B
152,MTV,18856,B
153,Maryland,18858,B
154,Malpighiales,18970,B
155,Mineral,19053,B
156,Munich,19058,B
157,Mental disorder,19356,B
158,Methanol,19712,B
159,Milk,19714,B
160,Molecular mass,19836,B
161,Minnesota Twins,20050,B
162,MIPS architecture,20170,B
163,Mexican cuisine,20167,B
164,Michael Hutchence,20269,B
165,Motorola 68000,20270,B
166,Malleus Maleficarum,20561,B
167,MacOS,20640,B
168,Mattel,20642,B
169,Massively multiplayer online role-playing game,20844,B
170,Mickey Mouse,20859,B
171,Methadone,20962,B
172,Angel Moroni,21065,B
173,Namibia,21292,B
174,History of Nicaragua,21363,B
175,Nasdaq,21559,B
176,Norns,21556,B
177,New Mexico,21649,B
178,New South Wales,21654,B
179,North Carolina,21650,B
180,North Dakota,21651,B
181,New York Giants,21757,B
182,Nervous system,21944,B
183,Nymph,22058,B
184,Orson Welles,22196,B
185,Oscar Peterson,22519,B
186,Oscillation,22522,B
187,Oceania,22621,B
188,Oliver Heaviside,22831,B
189,Omaha hold 'em,23174,B
190,Pot odds,23163,B
191,Palestinians,23267,B
192,History of Paraguay,23421,B
193,Photography,23604,B
194,Conflict of laws,23693,B
195,Prime number theorem,23692,B
196,Phase (waves),24047,B
197,Project management,24042,B
198,Pope Gregory IV,24195,B
199,Philip Henry Gosse,24464,B
200,Intact dilation and extraction,24560,B
201,Princess Mononoke,24653,B
202,PlayStation 3,24951,B
203,Presbyterian Church (USA),25031,B
204,Peenemünde Army Research Center,25134,B
205,Quartz,25233,B
206,QuickTime,25231,B
207,Quantum entanglement,25336,B
208,Quasi-War,25343,B
209,Regular expression,25717,B
210,Rio de Janeiro,25936,B
211,Homosexuality and religion,26040,B
212,Ringworld,26052,B
213,Rotterdam,26049,B
214,Robert Askin,26259,B
215,Rosa Parks,26458,B
216,Ragtime,26553,B
217,Roy Orbison,26552,B
218,Slavic languages,26757,B
219,Seafood,26866,B
220,Sardinian language,27034,B
221,Saint Lucia,27208,B
222,Geography of Saudi Arabia,27270,B
223,History of Saudi Arabia,27269,B
224,History of Sudan,27422,B
225,Sense and Sensibility,27490,B
226,Sicily,27619,B
227,Super Bowl,27718,B
228,Separable space,27855,B
229,Servius Tullius,27951,B
230,Susan B. Anthony,27954,B
231,Scheme (programming language),28119,B
232,Society for Psychical Research,28122,B
233,String theory,28305,B
234,Scopes trial,28406,B
235,Sovereignty,28791,B
236,Scotch whisky,28896,B
237,Snowball Earth,28982,B
238,Standard Generalized Markup Language,28994,B
239,Seymour Cray,29103,B
240,Spinor,29276,B
241,Sardinia,29376,B
242,Scrooge McDuck,29378,B
243,Shiva (Judaism),29379,B
244,Saddam Hussein,29490,B
245,Saeed al-Ghamdi,29608,B
246,Terraforming,29824,B
247,Thelema,30356,B
248,Tomb Raider,30361,B
249,Tricky (rapper),30354,B
250,The Sims (video game),30492,B
251,Tierra del Fuego,30482,B
252,Tundra,30684,B
253,Tarja Halonen,30797,B
254,"Tyre, Lebanon",30796,B
255,Trance music,30900,B
256,Tesseract,31112,B
257,Tritium,31306,B
258,Thomas J. Watson,31408,B
259,Ted Williams,31496,B
260,Tricyclic antidepressant,31494,B
261,Ty Cobb,31586,B
262,United Kingdom,31717,B
263,Utah,31716,B
264,"Trinity College, Cambridge",31803,B
265,Economy of the United States,32022,B
266,Geography of the United States,32019,B
267,Conservative Party (UK),32113,B
268,Vatican City,32408,B
269,Vladimir Arnold,32490,B
270,Vorbis,32489,B
271,Vulgate,32576,B
272,West Germany,33166,B
273,Wolfgang Amadeus Mozart,33163,B
274,World Intellectual Property Organization,33294,B
275,William Jardine (merchant),33701,B
276,"Wenceslaus I, Duke of Bohemia",33875,B
277,World Trade Organization,33873,B
278,Wilhelm Wundt,34128,B
279,Y,34243,B
280,Yom Kippur,34382,B
281,Thirteen Colonies,34681,B
282,Christine McVie,36647,B
283,Stevie Nicks,36648,B
284,Commonwealth of Independent States,36870,B
285,Salmon,36984,B
286,His Dark Materials,37223,B
287,Philip Pullman,37222,B
288,Alkaline earth metal,37411,B
289,Hoysala Kingdom,37522,B
290,Norfolk,37605,B
291,Ernani,37907,B
292,Il trovatore,37903,B
293,La traviata,37902,B
294,Valerian (herb),37901,B
295,Bell UH-1 Iroquois,38008,B
296,Phenylalanine,38001,B
297,Cauchy–Schwarz inequality,38128,B
298,Herbie Hancock,38123,B
299,Hepatitis,38238,B
300,Tristan und Isolde,38241,B
301,Cigarette,38327,B
302,Mercia,38769,B
303,Bill of Rights 1689,38867,B
304,Chinatown,38972,B
305,Corporate haven,39197,B
306,Ext3,39195,B
307,History of Australia,39582,B
308,Figure skating spins,39686,B
309,Niihau,39688,B
310,Nature versus nurture,39807,B
311,William Rowan Hamilton,39817,B
312,John Thaw,40372,B
313,Minardi,40479,B
314,Optical amplifier,41148,B
315,Thermodynamic temperature,41789,B
316,Absolute pitch,41879,B
317,Dignitatis humanae,42282,B
318,Cephalopod,42726,B
319,Emory University,42730,B
320,Unicorn,43236,B
321,Business school,43355,B
322,Hokusai,43357,B
323,Qin dynasty,43461,B
324,Shang dynasty,43465,B
325,Carmelites,43577,B
326,Ghost town,43569,B
327,President of Poland,43581,B
328,Parsis,43712,B
329,Silicon dioxide,43710,B
330,Cybill Shepherd,43848,B
331,Organ donation,43846,B
332,D. H. Lawrence,44191,B
333,The Selfish Gene,44190,B
334,DNA profiling,44290,B
335,Sermon on the Mount,44372,B
336,Big O notation,44578,B
337,John of the Cross,44582,B
338,Russo-Japanese War,44575,B
339,"University of California, Irvine",44757,B
340,Jonathan Livingston Seagull,45232,B
341,Robert Peel,45233,B
342,Nash equilibrium,45337,B
343,Human capital,45804,B
344,Wallachia,46026,B
345,George Lakoff,46135,B
346,Refrigeration,46238,B
347,Jan van Eyck,46381,B
348,Vandals,46516,B
349,The Pirates of Penzance,46667,B
350,Egyptian language,46918,B
351,Issei,46892,B
352,Master of Business Administration,47293,B
353,Doctor Doom,47497,B
354,Great Belt Bridge,47610,B
355,Suspension bridge,47607,B
356,Irving Berlin,48351,B
357,Juan Manuel Fangio,48532,B
358,Pennsylvania Avenue,48535,B
359,Universal jurisdiction,48640,B
360,Georgia (country),48768,B
361,Ascomycota,48981,B
362,Supermodel,49082,B
363,Antiviral drug,49197,B
364,George Westinghouse,49195,B
365,Bipolar junction transistor,49338,B
366,The New York Sun,49625,B
367,Anne Neville,49763,B
368,Down and Out in Paris and London,49759,B
369,Porvoo,50208,B
370,'s-Hertogenbosch,50338,B
371,Fructose,50337,B
372,The Economist,50449,B
373,Zhou Enlai,50444,B
374,Pulled rickshaw,50684,B
375,A-wing,50802,B
376,Insomnia,50798,B
377,X-wing fighter,50801,B
378,Siren (mythology),51017,B
379,Battle of Lake Benacus,51306,B
380,Citroën,51310,B
381,Fabien Barthez,51696,B
382,Bill Haley & His Comets,51917,B
383,"I'm Sorry, I'll Read That Again",51914,B
384,Mathematical optimization,52033,B
385,Niagara Falls,52028,B
386,Rallying,52245,B
387,Aitutaki,52340,B
388,British colonization of the Americas,52507,B
389,Louis Sullivan,52717,B
390,Resident Evil,52820,B
391,Joan Collins,53047,B
392,Fragile X syndrome,53142,B
393,History of Sardinia,53254,B
394,Jacques Derrida,53255,B
395,Palace of Versailles,53316,B
396,Walter Burley Griffin,53409,B
397,Double star,53603,B
398,Edward Durell Stone,53607,B
399,Henri Becquerel,53711,B
400,Miami,53846,B
401,New Orleans,53842,B
402,Resource Description Framework,53847,B
403,Work function,53954,B
404,John Travolta,54174,B
405,Pulp Fiction,54173,B
406,Dizzy Gillespie,54403,B
407,Lawrence Lessig,54496,B
408,Second Battle of Bull Run,54492,B
409,Cherry,54773,B
410,Jin dynasty (1115–1234),55023,B
411,Elizabeth Gaskell,55503,B
412,Morrill Tariff,55588,B
413,Cocoa (API),55890,B
414,Krull dimension,56079,B
415,Kochi,56274,B
416,Rhubarb,56277,B
417,Right-wing politics,56522,B
418,Cotonou,56647,B
419,Dhaka,56656,B
420,Lake Baikal,56865,B
421,Demographics of Portugal,56960,B
422,Muscat,57053,B
423,Indian Territory,57193,B
424,Frederick II of Denmark,57322,B
425,The Police,57321,B
426,Geography of Norway,57612,B
427,Dermatitis,57713,B
428,"Topeka, Kansas",57708,B
429,Metz,57906,B
430,Babylonian law,58225,B
431,Opera Australia,58299,B
432,Anne of Green Gables,58406,B
433,Adultery,58809,B
434,Serpent symbolism,58904,B
435,Paris Commune,59134,B
436,Roundabout,59257,B
437,Endomorphism ring,59623,B
438,Alicia Keys,59720,B
439,University of Virginia,59801,B
440,1950 FIFA World Cup,59893,B
441,Roy Lichtenstein,60143,B
442,Sjögren syndrome,60140,B
443,Bluegrass music,60590,B
444,Grand Ole Opry,60589,B
445,"Vallejo, California",60866,B
446,Bolesław Bierut,61215,B
447,Claudette Colbert,61350,B
448,Commutative ring,61346,B
449,Academy Award for Best International Feature Film,61760,B
450,Irène Joliot-Curie,62070,B
451,Panthéon,62069,B
452,Ben Hecht,62277,B
453,Belmont Stakes,62398,B
454,Comparison of butterflies and moths,62591,B
455,Omsk,62593,B
456,Stromatolite,62694,B
457,Reelin,62810,B
458,Warren Beatty,62809,B
459,David Copperfield,63110,B
460,Peafowl,63610,B
461,Vanessa Redgrave,63741,B
462,William Luther Pierce,64131,B
463,"St. Albans, Queens",64263,B
464,Percentage,64493,B
465,Constantine XI Palaiologos,64676,B
466,Mercè Rodoreda,64677,B
467,Christian Democratic Appeal,64992,B
468,Skin cancer,64993,B
469,Samuel Richardson,65140,B
470,Canna (plant),65316,B
471,Edward Hopper,65319,B
472,Infant formula,65330,B
473,Civil Service (United Kingdom),65461,B
474,Düsseldorf,65711,B
475,The Art of War,65837,B
476,Paul Verhoeven,66206,B
477,Socialist realism,66491,B
478,The Limits to Growth,66618,B
479,One China,66739,B
480,New York Rangers,66881,B
481,Love's Labour's Lost,67015,B
482,Carlos Castaneda,67129,B
483,Tatarstan,67135,B
484,Austrian Armed Forces,67549,B
485,Harriet the Spy,67838,B
486,Jamie Lee Curtis,68378,B
487,Tony Curtis,68375,B
488,Zechariah (New Testament figure),68849,B
489,Economy of Bangladesh,68927,B
490,Geography of Bhutan,69000,B
491,Sea of Galilee,69310,B
492,Second Temple,69308,B
493,Economic growth,69415,B
494,Kirk Douglas,69861,B
495,First Sino-Japanese War,69972,B
496,Twenty-first Amendment to the United States Constitution,70131,B
497,Gestalt psychology,70402,B
498,Margaret Tudor,70549,B
499,Meigs Field,70777,B
500,Poetic Edda,70786,B
501,Great Leap Forward,71262,B
502,Lewis chessmen,71246,B
503,Mary Mallon,71481,B
504,Second Intifada,71717,B
505,Martin Frobisher,72094,B
506,Oswald von Wolkenstein,72459,B
507,Carmina Burana,72566,B
508,Green Revolution,72727,B
509,Miami Heat,72850,B
510,New York Knicks,72855,B
511,Cumbria,73021,B
512,Anaheim Ducks,73134,B
513,Columbus Blue Jackets,73128,B
514,Edmonton Oilers,73129,B
515,Minnesota Wild,73132,B
516,Vancouver Canucks,73133,B
517,Treaty of Tordesillas,73591,B
518,South China Sea,74209,B
519,Kielce,74598,B
520,J. Presper Eckert,74685,B
521,Margaret Avison,74686,B
522,Palestinian refugees,74681,B
523,Norfolk Tides,75128,B
524,Cilicia,75462,B
525,Disneyland Paris,76286,B
526,Character (arts),76749,B
527,Qibya massacre,76952,B
528,Dead Sea Scrolls,77712,B
529,Carleton S. Coon,78299,B
530,Flag of Finland,78302,B
531,Louis VI of France,78297,B
532,Pan (genus),78882,B
533,Abruzzo,79460,B
534,History of Vietnam,80356,B
535,Twisted pair,80506,B
536,Eleusinion,80611,B
537,Umar,80756,B
538,Hamid Karzai,80949,B
539,Mezcal,81092,B
540,Mir,81326,B
541,Noyon,81329,B
542,Southampton F.C.,81576,B
543,Spider silk,81580,B
544,David Byrne,81795,B
545,Lyric poetry,82172,B
546,Pelasgians,82966,B
547,1964 Summer Olympics,83238,B
548,Nightwish,83440,B
549,Priapism,83896,B
550,Ptolemy IV Philopator,84101,B
551,Ptolemy V Epiphanes,84102,B
552,Hunsecker's Mill Covered Bridge,85001,B
553,Kauffman's Distillery Covered Bridge,85004,B
554,Keller's Mill Covered Bridge,85005,B
555,Marian apparition,85106,B
556,Watford F.C.,85099,B
557,Ramzi bin al-Shibh,85201,B
558,Judi Dench,85432,B
559,Christian IX of Denmark,85667,B
560,Phonon,85754,B
561,John Zorn,86018,B
562,Slane,86445,B
563,Lugus,86575,B
564,Mark Taylor (cricketer),87018,B
565,"Juneau, Alaska",87469,B
566,"Lancaster, Lancashire",87578,B
567,Auðumbla,87669,B
568,Stoat,87851,B
569,Tony Adams,88261,B
570,Diane de Poitiers,88351,B
571,Sinmara,88756,B
572,Roger Corman,88887,B
573,Dorothy Tutin,89458,B
574,Jennifer Saunders,89605,B
575,Akhenaten,89728,B
576,Antikythera mechanism,89732,B
577,IPod,89847,B
578,Interstate 79,90722,B
579,Everton F.C.,91155,B
580,"Winchester, Virginia",91233,B
581,"Loudoun County, Virginia",91295,B
582,"Gillespie County, Texas",91580,B
583,"Berkeley County, South Carolina",91902,B
584,"Alfalfa County, Oklahoma",92118,B
585,Bronx Zoo,92359,B
586,County Kerry,92615,B
587,Albert A. Michelson,92733,B
588,"Wake County, North Carolina",93230,B
589,"Morris County, New Jersey",93434,B
590,Brixton,93901,B
591,Kew,94142,B
592,"Purley, London",94254,B
593,Coroner,95356,B
594,"Trimble County, Kentucky",95516,B
595,Jiang Zemin,95871,B
596,"Parke County, Indiana",96084,B
597,"Pulaski County, Indiana",96078,B
598,"Carroll County, Indiana",96141,B
599,"Cass County, Indiana",96140,B
600,"Clark County, Indiana",96139,B
601,Nut (goddess),97022,B
602,Eastern Bloc,97477,B
603,Ruud Lubbers,98050,B
604,Du hast,99024,B
605,Peat,99404,B
606,Herringfleet,99983,B
607,Radha,100225,B
608,Stefan Zweig,100224,B
609,Dacians,100550,B
610,Flag of Romania,100549,B
611,Heidelberg University,100649,B
612,Ikara–Flinders Ranges National Park,101772,B
613,Linear independence,101863,B
614,Chiltern-Mt Pilot National Park,102007,B
615,Jimmy Page,102096,B
616,Bog body,102411,B
617,J. J. Johnson,102410,B
618,John Kennedy Toole,102405,B
619,John Nash (architect),102566,B
620,David Farragut,102728,B
621,Bill Murray,102994,B
622,Augustus Pugin,103268,B
623,Pre-Raphaelite Brotherhood,103326,B
624,Hyksos,103525,B
625,Dietary supplement,104444,B
626,"Wetumpka, Alabama",104681,B
627,"Opelika, Alabama",104847,B
628,"Nome, Alaska",105566,B
629,O. R. Tambo International Airport,106491,B
630,"Bisbee, Arizona",106574,B
631,"Hot Springs, Arkansas",106991,B
632,"Wilson, Arkansas",107146,B
633,"Artesia, California",107599,B
634,"Avalon, California",107600,B
635,"Brea, California",107805,B
636,"East Palo Alto, California",108107,B
637,"Foster City, California",108110,B
638,"Mountain View, California",108161,B
639,"Modesto, California",108259,B
640,"Wilmington, Delaware",108930,B
641,Key West,109495,B
642,"Brunswick, Georgia",110120,B
643,"Columbus, Georgia",110280,B
644,"Barrington, Illinois",110941,B
645,"Merrillville, Indiana",112422,B
646,"Munster, Indiana",112423,B
647,"West Lafayette, Indiana",112633,B
648,A Charlie Brown Christmas,113226,B
649,José Ferrer,113471,B
650,Matthew Arnold,114057,B
651,"Greensburg, Kansas",114670,B
652,"Barbourmeade, Kentucky",115176,B
653,"Covington, Kentucky",115276,B
654,"Monroe, Louisiana",115682,B
655,"Cumberland, Maryland",116296,B
656,"Pikesville, Maryland",116357,B
657,"Newburyport, Massachusetts",116755,B
658,"Saginaw, Michigan",119000,B
659,"Westland, Michigan",119285,B
660,"Hopkins, Minnesota",120198,B
661,"Pearl, Mississippi",122414,B
662,"Leland, Mississippi",122463,B
663,"California, Missouri",122921,B
664,"Rock Hill, Missouri",123224,B
665,"Beatrice, Nebraska",123920,B
666,"Bloomington, Minnesota",124468,B
667,"Berlin, New Hampshire",124571,B
668,"Palisades Park, New Jersey",124996,B
669,"Paramus, New Jersey",124997,B
670,"Ramsey, New Jersey",124999,B
671,"Ridgefield, New Jersey",125000,B
672,"Ridgewood, New Jersey",125001,B
673,"River Edge, New Jersey",125003,B
674,"River Vale, New Jersey",125005,B
675,"Shamong Township, New Jersey",125050,B
676,"Springfield Township, Burlington County, New Jersey",125052,B
677,"Washington Township, Burlington County, New Jersey",125054,B
678,"Cape May, New Jersey",125108,B
679,"Voorhees Township, New Jersey",125102,B
680,"Winslow Township, New Jersey",125104,B
681,"Woodlynne, New Jersey",125105,B
682,Parvoviridae,125158,B
683,"Vineland, New Jersey",125153,B
684,"West Deptford Township, New Jersey",125222,B
685,"Westville, New Jersey",125223,B
686,"Woodbury, New Jersey",125226,B
687,"Woodbury Heights, New Jersey",125227,B
688,Mary Baker Eddy,125301,B
689,"Aberdeen Township, New Jersey",125455,B
690,"Lake Como, New Jersey",125511,B
691,"Roosevelt, New Jersey",125506,B
692,"Rumson, New Jersey",125507,B
693,"Sea Girt, New Jersey",125508,B
694,"Spring Lake, New Jersey",125512,B
695,"Spring Lake Heights, New Jersey",125513,B
696,"Alloway Township, New Jersey",125678,B
697,"Woodland Park, New Jersey",125676,B
698,"Franklin, New Jersey",125740,B
699,"Belvidere, New Jersey",125803,B
700,1998 FIFA World Cup,126460,B
701,Van Halen,127590,B
702,"Wilmington, North Carolina",128089,B
703,"Minot, North Dakota",128851,B
704,Miami International Airport,128968,B
705,Periodontal disease,129139,B
706,Canadian Charter of Rights and Freedoms,129190,B
707,Grid plan,129332,B
708,"Coos Bay, Oregon",130719,B
709,"Cave Junction, Oregon",130825,B
710,"Antelope, Oregon",130986,B
711,"Butler Township, Adams County, Pennsylvania",131037,B
712,"Shillington, Pennsylvania",131400,B
713,Thomas Gresham,132373,B
714,"Media, Pennsylvania",132431,B
715,Sleeping car,132696,B
716,Ladies of Llangollen,132794,B
717,Lionel Groulx,132857,B
718,"Jersey Shore, Pennsylvania",133129,B
719,Jesse Helms,133250,B
720,"Chestnuthill Township, Pennsylvania",133316,B
721,"Jenkintown, Pennsylvania",133371,B
722,"King of Prussia, Pennsylvania",133372,B
723,"Lansdale, Pennsylvania",133374,B
724,"Blooming Grove Township, Pike County, Pennsylvania",133580,B
725,"Elkland, Pennsylvania",133900,B
726,"Rapid City, South Dakota",134987,B
727,"Cleveland, Tennessee",135091,B
728,"Murfreesboro, Tennessee",135348,B
729,Joseph Swan,136688,B
730,"Bass River Township, New Jersey",136905,B
731,"Upper Saddle River, New Jersey",136901,B
732,"Wood-Ridge, New Jersey",136902,B
733,"Wyckoff, New Jersey",136903,B
734,Isle of Man TT,136960,B
735,Paul Kruger,137007,B
736,Lal Bahadur Shastri,137109,B
737,Amusement park,137327,B
738,Chert,138585,B
739,History of literature,138848,B
740,Khosrow II,140488,B
741,Belzec extermination camp,140611,B
742,University of Ottawa,140699,B
743,Flag of Estonia,140808,B
744,Ronald Fisher,140824,B
745,Dumfries and Galloway,141265,B
746,Common Agricultural Policy,141924,B
747,Magma (algebra),141916,B
748,"Nancy, France",141920,B
749,North Yorkshire Moors Railway,142175,B
750,"Romney, Hythe and Dymchurch Railway",142178,B
751,Peritonitis,142549,B
752,Yo-Yo Ma,142550,B
753,Gas chamber,142788,B
754,Creativity,142910,B
755,Himno Nacional Mexicano,143033,B
756,Avitus,143142,B
757,Advanced Gas-cooled Reactor,143352,B
758,Leviathan,143359,B
759,Jaroslav Heyrovský,143705,B
760,Ultraman (1966 TV series),143710,B
761,Salvinorin A,143843,B
762,Magic realism,144135,B
763,Ramesses III,144531,B
764,"Germantown, Maryland",145050,B
765,Paul Broca,145048,B
766,Lyngby-Taarbæk Municipality,145507,B
767,Vallensbæk Municipality,145511,B
768,River Tyne,145607,B
769,28 Days Later,145892,B
770,Gaius Suetonius Paulinus,146117,B
771,Lycian Way,146121,B
772,Osprey,146237,B
773,Steamship,146635,B
774,Bristol Pegasus,146928,B
775,Ray Charles,147311,B
776,Hakka people,147448,B
777,James Taylor,148375,B
778,Tigran Petrosian,149168,B
779,Calder and Hebble Navigation,149857,B
780,Combinatory logic,149848,B
781,Procrastination,149973,B
782,Gong Li,150071,B
783,"River Stour, Suffolk",150316,B
784,Tyrian purple,150320,B
785,"Holland, Michigan",150536,B
786,Melody (Spanish singer),150641,B
787,Olaf II of Norway,150695,B
788,"Tulsa, Oklahoma",150969,B
789,Dillo,151023,B
790,"Morristown, Tennessee",151082,B
791,"Appleton, Wisconsin",151294,B
792,"Wheeling, West Virginia",151290,B
793,Aliasing,151474,B
794,Billy the Kid,151855,B
795,Hellenism (modern religion),151992,B
796,United Kingdom of Great Britain and Ireland,152256,B
797,Germans,152735,B
798,Mount Tambora,152994,B
799,Sopwith Camel,152993,B
800,Α-Linolenic acid,153316,B
801,Fish farming,153520,B
802,Hasselblad,153832,B
803,Aktion T4,154125,B
804,PH meter,154242,B
805,Pauline Viardot,154676,B
806,Hans Blix,155160,B
807,Corrosion,155443,B
808,Tiffany Darwish,155720,B
809,Chinese culture,156154,B
810,John Pym,156159,B
811,Ehlers–Danlos syndrome,156668,B
812,Correlation,157057,B
813,Regicide,157050,B
814,USS Shenandoah (ZR-1),157333,B
815,Peter Garrett,157428,B
816,Delirium,157529,B
817,Battle of Sant Llorenç de la Muga,157732,B
818,Battle of Seneffe,157737,B
819,Edward Bernays,158130,B
820,Don King,158351,B
821,Godspeed You! Black Emperor,158471,B
822,Shrove Tuesday,158604,B
823,Bill Cosby,158894,B
824,Tree decomposition,159023,B
825,Alessandra Mussolini,159156,B
826,Glenn Danzig,159492,B
827,Peter Cushing,159618,B
828,Mansa Musa,159784,B
829,Travancore,159919,B
830,P. T. Barnum,160158,B
831,Cebu,160278,B
832,Kangaroo Island,161773,B
833,Today (BBC Radio 4),162647,B
834,Megafauna,162780,B
835,Trepanning,162921,B
836,University of Kansas,163327,B
837,The Last Detail,163457,B
838,Michel de l'Hôpital,163722,B
839,Famicom Disk System,163805,B
840,Formula,164040,B
841,Alexis de Tocqueville,164153,B
842,John Hurt,164390,B
843,Narcís Monturiol,164513,B
844,Zazen,164632,B
845,Ayutthaya Kingdom,165348,B
846,SEAT,166000,B
847,Tameside,166130,B
848,Carol Ann Duffy,166848,B
849,Gospel music,167391,B
850,United Fruit Company,167538,B
851,Marianne Faithfull,167651,B
852,Criminal justice,168219,B
853,James Connolly,168309,B
854,Fugees,168415,B
855,Lil Wayne,168540,B
856,Embolism,168801,B
857,Macrophage,169270,B
858,Speed dating,169543,B
859,Nynorsk,169774,B
860,Numerical integration,170089,B
861,University of Missouri–Kansas City,170430,B
862,Fallout (franchise),170549,B
863,"Murder, She Wrote",170683,B
864,Hedy Lamarr,170982,B
865,Finnmark,171192,B
866,Quills (film),171621,B
867,Princess Eugenie,172017,B
868,Sienna Guillory,172340,B
869,Scuderia Ferrari,173009,B
870,Glossary of Islam,173131,B
871,Hilary Rosen,173147,B
872,Proton Holdings,173290,B
873,Mathematical physics,173416,B
874,Soulcalibur (video game),173424,B
875,Birdwatching,173575,B
876,Jeff Buckley,173691,B
877,Bluebell Railway,173847,B
878,Ōkuma Shigenobu,174110,B
879,International Society for Krishna Consciousness,174201,B
880,Orlando Furioso,174471,B
881,Samael,174639,B
882,West Coast Region,174640,B
883,Ishi,174892,B
884,Tommy Dorsey,175068,B
885,Jose Canseco,175552,B
886,Nine Network,176014,B
887,Macchi C.200 Saetta,176522,B
