,title,page_id,quality
122,Procellariidae,224443,FA
123,Tucana,30660,FA
124,Nuthatch,203545,FA
125,Western jackdaw,212989,FA
126,Harriet Tubman,37243,FA
127,Star Trek II: The Wrath of Khan,27098,FA
128,Corvus (constellation),213454,FA
129,Grey Cup,230107,FA
130,Battleship,4054,FA
131,Second Crusade,106130,FA
132,Cannon,7053,FA
133,Emu,76894,FA
134,Crocodilia,196020,FA
135,Planets beyond Neptune,23842,FA
136,Francis Nash,234997,FA
137,Metabolism,20374,FA
138,Hattie Jacques,158997,FA
139,HMS Hermes (95),247552,FA
140,Ontario Highway 401,291924,FA
141,Midshipman,304197,FA
142,Bryce Canyon National Park,46991,FA
143,FIFA World Cup,11370,FA
144,Judah P. Benjamin,216485,FA
145,Gustav Holst,49241,FA
146,Bernard Hinault,284767,FA
147,Hubble Space Telescope,40203,FA
148,Fridtjof Nansen,11820,FA
149,Nirvana (band),21231,FA
150,Umbriel (moon),32101,FA
151,Princess Charlotte of Wales (1796–1817),194316,FA
152,Xenu,46634,FA
153,Ursula K. Le Guin,32037,FA
154,Bids for the 2012 Summer Olympics,169523,FA
155,Helicobacter pylori,199665,FA
156,Antonin Scalia,166514,FA
157,A Christmas Carol,73670,FA
158,Complete blood count,241565,FA
159,Atlantic puffin,202418,FA
160,Moonraker (novel),170003,FA
161,Kenneth Horne,51275,FA
162,Maurice Richard,77270,FA
163,Qibla,251713,FA
164,Thomas F. Bayard,44613,FA
165,Hoysala architecture,37521,FA
166,Intelligent design,15295,FA
167,Anna Anderson,238802,FA
168,Cougar,78160,FA
169,Koala,17143,FA
170,Battle of the Nile,4606,FA
171,Oxidative phosphorylation,22773,FA
172,Hathor,97317,FA
173,Mortimer Wheeler,50693,FA
174,Springbok,28580,FA
175,Michael Collins (astronaut),97666,FA
176,Somerset Levels,192480,FA
177,Cai Lun,140955,FA
178,Stanley Cup,66968,FA
179,"Hillsboro, Oregon",131007,FA
180,Apollo 15,1969,FA
181,Japan,15573,FA
182,Arnold Bennett,56881,FA
183,Radiohead,38252,FA
184,Alpine chough,195770,FA
185,Frédéric Chopin,10823,FA
186,Joy Division,16579,FA
187,Babe Ruth,4173,FA
188,English National Opera,275915,FA
189,Peasants' Revolt,57172,FA
190,E.T. the Extra-Terrestrial,73441,FA
191,The Simpsons,29838,FA
192,Interstate 96,79655,FA
193,Grey currawong,221162,FA
194,Loveless (album),196337,FA
195,Charles I of England,7426,FA
196,Black vulture,194350,FA
197,Crater (constellation),210880,FA
198,Impala,296445,FA
199,Tōru Takemitsu,222568,FA
200,Bohemian waxwing,202500,FA
201,James B. Weaver,149246,FA
202,Titchwell Marsh,149258,FA
203,Surtsey,28876,FA
204,Chrono Trigger,6614,FA
205,Wish You Were Here (Pink Floyd album),203503,FA
206,Christopher Nolan,177840,FA
207,Caelum,6432,FA
208,Douglas MacArthur,48596,FA
209,Nixon in China,262613,FA
210,Penda of Mercia,145326,FA
211,System Shock,29180,FA
212,Ant,2594,FA
213,Third Punic War,57551,FA
214,Emma Watson,149243,FA
215,Trafford,300825,FA
216,Constantine III (Western Roman emperor),148677,FA
217,Norma (constellation),185763,FA
218,Albert Speer,954,FA
219,Nine Inch Nails,71966,FA
220,Laura Secord,249154,FA
221,Raynald of Châtillon,157696,FA
222,Achtung Baby,209063,FA
223,Colorado River,180968,FA
224,Battle of Blenheim,4049,FA
225,Richard Gavin Reid,233734,FA
226,Middle Ages,18836,FA
227,Colley Cibber,216663,FA
228,Peter Martyr Vermigli,103174,FA
229,Eadred,58521,FA
230,Natalie Clifford Barney,179513,FA
231,Lettuce,57079,FA
232,DNA,7955,FA
233,Evelyn Waugh,63376,FA
234,Aldwych tube station,211671,FA
235,Leonhard Euler,17902,FA
236,"John Churchill, 1st Duke of Marlborough",142292,FA
237,Manchester United F.C.,19961,FA
238,David I of Scotland,147976,FA
239,Ice dance,39577,FA
240,Charles Villiers Stanford,214042,FA
241,"Lock Haven, Pennsylvania",132071,FA
242,John McCain,43715,FA
243,Final Fantasy V,52767,FA
244,Guy Fawkes,12707,FA
245,George I of Great Britain,46852,FA
246,Apatosaurus,1346,FA
247,Aston Villa F.C.,42173,FA
248,Tim Duncan,221812,FA
249,Forest raven,212019,FA
250,Prince Albert of Saxe-Coburg and Gotha,76811,FA
251,Enid Blyton,10258,FA
252,Jacques Plante,167874,FA
253,Casablanca (film),57585,FA
254,Wood Badge,298282,FA
255,Harry R. Truman,39014,FA
256,SMS Scharnhorst,191172,FA
257,Proxima Centauri,81887,FA
258,Darjeeling,186729,FA
259,Jean Baptiste Point du Sable,40415,FA
260,Queen Victoria,47923,FA
261,William Walton,94339,FA
262,Battle of Midway,60112,FA
263,Charlie Chaplin,5142,FA
264,Amanita muscaria,59385,FA
265,Frederick the Great,99613,FA
266,American white ibis,237129,FA
267,Gary Cooper,44359,FA
268,Rosetta Stone,26428,FA
269,Gunpowder Plot,13159,FA
270,Belton House,145492,FA
271,Stan Musial,280101,FA
272,Harvey Milk,195306,FA
273,"John, King of England",16550,FA
274,John Hay,16578,FA
275,Royal Maundy,198299,FA
276,Parallel computing,145162,FA
277,Cross of Gold speech,38725,FA
278,Antiochus XII Dionysus,167788,FA
279,Battle of the Eastern Solomons,261096,FA
280,Bulgaria,3415,FA
281,Dubnium,8463,FA
282,Bride of Frankenstein,73375,FA
283,Jeremy Thorpe,228564,FA
284,European storm petrel,234121,FA
285,United Airlines Flight 93,31978,FA
286,Luton Town F.C.,18367,FA
287,Cottingley Fairies,6751,FA
288,Niobium,21275,FA
289,Corona Borealis,6420,FA
290,Mary Wollstonecraft,19834,FA
291,Starship Troopers,28426,FA
292,Blonde on Blonde,200020,FA
293,Ralph Richardson,163036,FA
294,OK Computer,84636,FA
295,Prince Louis of Battenberg,298658,FA
296,Sandy Koufax,84625,FA
297,Leslie Groves,60540,FA
298,Zebra,34460,FA
299,Frederick Delius,151143,FA
300,James Bowie,282390,FA
301,Starfish,228613,FA
302,Phoenix (constellation),49123,FA
303,Lead,17747,FA
304,Space Invaders,74337,FA
305,Star Trek IV: The Voyage Home,88609,FA
306,Oceanic whitetip shark,270185,FA
307,Peterloo Massacre,65626,FA
308,Queen Elizabeth The Queen Mother,46744,FA
309,Australian raven,211618,FA
310,Plymouth Colony,218110,FA
311,Ring ouzel,184836,FA
312,Camille Saint-Saëns,48927,FA
313,Louis Riel,18664,FA
314,USS Indiana (BB-1),189596,FA
315,Malcolm X,20796,FA
316,Angel of Death (Slayer song),218937,FA
317,Peter Sellers,24518,FA
318,Bodyline,18053,FA
319,The Relapse,216855,FA
320,Radiocarbon dating,26197,FA
321,Namco,300208,FA
322,Moon,19331,FA
323,Red-billed chough,195765,FA
324,Amphetamine,2504,FA
325,Comet Shoemaker–Levy 9,6794,FA
326,Lynx (constellation),193577,FA
327,Helium,13256,FA
328,Nikolai Rimsky-Korsakov,75847,FA
329,Australian magpie,195781,FA
330,Doolittle (album),238428,FA
331,Walt Disney,32917,FA
332,Song dynasty,56978,FA
333,Jochen Rindt,45388,FA
334,Barn swallow,66174,FA
335,Red-throated wryneck,255549,FA
336,Die Hard,97646,FA
337,Covent Garden,161781,FA
338,Holkham National Nature Reserve,103990,FA
339,Red-necked grebe,203813,FA
340,Super Mario Bros.: The Lost Levels,147941,FA
341,Pi,23601,FA
342,Andromeda (constellation),153353,FA
343,1975 Australian constitutional crisis,52851,FA
344,Virginia,32432,FA
345,Symphony No. 8 (Mahler),189981,FA
346,Rod Steiger,61258,FA
347,Rachel Carson,81274,FA
348,Ulysses S. Grant,31752,FA
349,Sgt. Pepper's Lonely Hearts Club Band,65450,FA
350,Tina Fey,102685,FA
351,Anfield,178253,FA
352,Pierre Boulez,66592,FA
353,Stephen I of Hungary,29594,FA
354,Canada lynx,275896,FA
355,McDonnell Douglas F-4 Phantom II,11759,FA
356,USS Massachusetts (BB-2),189620,FA
357,Perseus (constellation),209441,FA
358,Interstate 68,89588,FA
359,Albertosaurus,1367,FA
360,Henry III of England,46591,FA
361,U2,52780,FA
362,Winfield Scott Hancock,171498,FA
363,Sir Gawain and the Green Knight,28833,FA
364,Leonardo DiCaprio,52711,FA
365,Charles II of England,46688,FA
366,Metalloid,85425,FA
367,James Longstreet,49588,FA
368,Carmen,37914,FA
369,Kinetoscope,230916,FA
370,"Ecgberht, King of Wessex",48570,FA
371,David Bowie,8786,FA
372,Barn owl,244511,FA
373,William McKinley,33521,FA
374,Arctic tern,239413,FA
375,Captain Scarlet and the Mysterons,166858,FA
376,Josquin des Prez,55021,FA
377,Francium,10821,FA
378,Apollo 6,231436,FA
379,Józef Piłsudski,66951,FA
380,Trinity (nuclear test),60033,FA
381,Æthelflæd,47397,FA
382,Æthelred of Mercia,145315,FA
383,Operation Uranus,262120,FA
384,"Raymond III, Count of Tripoli",308199,FA
385,Georg Cantor,12216,FA
386,Red-throated loon,183580,FA
387,Philip I Philadelphus,168070,FA
388,Immune system,14958,FA
389,Mutual Broadcasting System,187326,FA
390,Mary Rose,19679,FA
391,Mana (series),260841,FA
392,Jimi Hendrix,16095,FA
393,Kuiper belt,16796,FA
394,Ursa Minor,31773,FA
395,Saving Private Ryan,28269,FA
396,Eadwig,47099,FA
397,Tarbosaurus,195481,FA
398,Rhabdomyolysis,236354,FA
399,History of the British penny (1901–1970),208536,FA
400,W. B. Yeats,33684,FA
401,Boeing 757,151995,FA
402,The Supremes,147591,FA
403,Naruto,232190,FA
404,Dick Turpin,207940,FA
405,Macedonia (ancient kingdom),42012,FA
406,Assassination of John F. Kennedy,286369,FA
407,Holy Wood (In the Shadow of the Valley of Death),231234,FA
408,Mellitus,20716,FA
409,Apollo 13,1770,FA
410,Japanese aircraft carrier Hiryū,65567,FA
411,Actuary,43405,FA
412,Arnold Bax,147152,FA
413,Cygnus X-1,86061,FA
414,HMS Queen Mary,300667,FA
415,Lindow Man,18356,FA
416,Turkey vulture,194347,FA
417,Eurasian tree sparrow,196148,FA
418,Ahalya,100320,FA
419,Press Gang,24639,FA
420,Space Shuttle Columbia disaster,177541,FA
421,Tasmanian devil,31392,FA
422,Book of Kells,157472,FA
423,Thomas C. Hindman,293096,FA
424,Taiwanese indigenous peoples,53787,FA
425,Tool (band),30978,FA
426,John Diefenbaker,15915,FA
427,Augustine of Canterbury,2877,FA
428,Sega Saturn,29035,FA
429,Norwich City F.C.,248083,FA
430,Enceladus,208430,FA
431,George S. Patton,42090,FA
432,Smells Like Teen Spirit,59993,FA
433,Tammar wallaby,275553,FA
434,Apollo 4,231432,FA
435,Petrified Forest National Park,276241,FA
436,Richard II of England,46531,FA
437,Geography of Ireland,156486,FA
438,Osiris myth,49471,FA
439,Maurice Ravel,48068,FA
440,Sex Pistols,30320,FA
441,Glorious First of June,176659,FA
442,On the Origin of Species,29932,FA
443,Caroline of Ansbach,50534,FA
444,Ian Fleming,57985,FA
445,HMS Endeavour,183655,FA
446,Neutral Milk Hotel,299461,FA
447,Harmon Killebrew,310171,FA
448,Stigand,145875,FA
449,Boeing 747,4614,FA
450,Alboin,1575,FA
451,Hoodening,307967,FA
452,Offa of Mercia,47037,FA
453,Viking metal,71574,FA
454,Samuel Johnson,48594,FA
455,Secretariat (horse),62400,FA
456,Indiana-class battleship,227294,FA
457,The Phantom Tollbooth,178842,FA
458,Flag of Japan,144954,FA
459,Chelsea F.C.,7473,FA
460,Thylacine,30388,FA
461,Stonewall riots,29383,FA
462,Empire of Brazil,269405,FA
463,Tyrannosaurus,30467,FA
464,Song thrush,184830,FA
465,Troy McClure,64906,FA
466,Weird Tales,208827,FA
467,Jack Hobbs,302759,FA
468,Beagle,4368,FA
469,Snooker,27378,FA
470,Manzanar,46865,FA
471,Aries (constellation),798,FA
472,Betelgeuse,53878,FA
473,Total Recall (1990 film),55325,FA
474,Orangutan,22433,FA
475,Battle of Ramillies,4050,FA
476,Maximian,75088,FA
477,Cerebellum,50397,FA
478,Metallica,18787,FA
479,Wolfenstein 3D,33430,FA
480,Jaws (film),74830,FA
481,Abu Nidal,73331,FA
482,Claudio Monteverdi,6226,FA
483,Oklahoma City bombing,22467,FA
484,"Washington, D.C.",108956,FA
485,Apollo 8,663,FA
486,Percy Grainger,254507,FA
487,Tourette syndrome,56483,FA
488,BAE Systems,200128,FA
489,Mary II,20709,FA
490,Profumo affair,100422,FA
491,Battle of Rossbach,194791,FA
492,Battle of Towton,50236,FA
493,Europa (moon),43127,FA
494,Half sovereign,303977,FA
495,SS Edmund Fitzgerald,218075,FA
496,Gustav Mahler,65174,FA
497,Rotavirus,140968,FA
498,Maya Angelou,288140,FA
499,George II of Great Britain,46389,FA
500,Gumbo,289767,FA
501,Eurasian nuthatch,204407,FA
502,Alben W. Barkley,92221,FA
503,History of the British penny (1714–1901),208533,FA
504,"Bath, Somerset",41523,FA
505,Claude Debussy,6260,FA
506,Edward Elgar,10085,FA
507,Nikita Khrushchev,42558,FA
508,Jarrow March,242497,FA
509,Sirius,28017,FA
510,Green Park tube station,255811,FA
511,Wayne Gretzky,33422,FA
512,Astatine,901,FA
513,Mauna Kea,267366,FA
514,Winnipeg,100730,FA
515,Western house martin,196842,FA
516,"Warren County, Indiana",96057,FA
517,William Wilberforce,50226,FA
518,Eadbald of Kent,181438,FA
519,Ulf Merbold,180824,FA
520,Amazing Grace,1395,FA
521,Timor Leste Defence Force,161087,FA
522,Thomas Cranmer,30502,FA
523,Super Mario World,81114,FA
524,Billy Martin,287341,FA
525,Tom Thomson,288490,FA
526,Beaver,4399,FA
527,Casey Stengel,75124,FA
528,Manchester,20206,FA
529,Ceawlin of Wessex,6778,FA
530,Florin (British coin),209060,FA
531,Columbia River,5408,FA
532,Jamiroquai,16516,FA
533,Bart Simpson,64300,FA
534,George Bernard Shaw,12855,FA
535,Blood Sugar Sex Magik,196393,FA
536,Guadalcanal campaign,60026,FA
537,Magic Johnson,36753,FA
538,George Washington,11968,FA
539,John Lennon,15852,FA
540,Castle,49557,FA
541,California condor,307156,FA
542,Catherine de' Medici,44154,FA
543,Vespro della Beata Vergine,252950,FA
544,Wilfrid,145295,FA
545,Asser,93423,FA
546,Watchmen,33816,FA
547,Roberta Williams,268015,FA
548,Hydrus,13768,FA
549,Boeing 767,4165,FA
550,USS Connecticut (BB-18),196758,FA
551,Harold Larwood,171681,FA
552,Aaliyah,2144,FA
553,Michael Jordan,20455,FA
554,Jim Thorpe,53869,FA
555,Vidkun Quisling,32429,FA
556,India,14533,FA
557,Edward VII,46721,FA
558,Oganesson,62200,FA
559,Power Mac G4 Cube,103791,FA
560,USS Illinois (BB-65),192551,FA
561,Star Trek Generations,27079,FA
562,Sonic Adventure,206199,FA
563,Grand Teton National Park,45474,FA
564,Mendip Hills,277049,FA
565,Arthur Sullivan,45280,FA
566,Darkness on the Edge of Town,196819,FA
567,Orion (mythology),163895,FA
568,Voting Rights Act of 1965,55791,FA
569,Rumours (album),179293,FA
570,Vasa (ship),187604,FA
571,Star Trek VI: The Undiscovered Country,161190,FA
572,Garret Hobart,89059,FA
573,Master System,104168,FA
574,Final Fantasy VIII,52757,FA
575,Sennacherib,28334,FA
576,Pedro Álvares Cabral,246843,FA
577,Japanese aircraft carrier Sōryū,65570,FA
578,Princess Helena of the United Kingdom,303055,FA
579,Honoré de Balzac,42368,FA
580,The Cloisters,299976,FA
581,"Maiden Castle, Dorset",157531,FA
582,Computer Space,292879,FA
583,John Gielgud,167961,FA
584,California gold rush,58296,FA
585,Triceratops,54410,FA
586,Wallis Simpson,46854,FA
587,Roger B. Chaffee,36595,FA
588,Richard Feynman,25523,FA
589,Jomo Kenyatta,171148,FA
590,"Anne, Queen of Great Britain",46684,FA
591,Robert Falcon Scott,25662,FA
592,The Dark Side of the Moon,42634,FA
593,Norman Conquest,68832,FA
594,Final Fantasy VI,52755,FA
595,Battle of Vimy Ridge,70435,FA
596,"The Adventures of Brisco County, Jr.",200500,FA
597,Benjamin Tillman,200643,FA
598,Ferugliotherium,216717,FA
599,Harold Pinter,89530,FA
600,Leg before wicket,286694,FA
601,Battle of Sluys,222959,FA
602,Charles Holden,278015,FA
603,Enrico Fermi,10264,FA
604,Ghostbusters,205013,FA
605,Georges Bizet,67955,FA
606,Andrew Johnson,1624,FA
607,"Ed, Edd n Eddy",306392,FA
608,Nadezhda Alliluyeva,179304,FA
609,"Humphrey Stafford, 1st Duke of Buckingham",245170,FA
610,Coenwulf of Mercia,145817,FA
611,William H. Seward,81455,FA
612,Star,26808,FA
613,Angkor Wat,189351,FA
614,Big Star,148003,FA
615,Evolution,9236,FA
616,Apus,1933,FA
617,Caesium,5879,FA
618,Macintosh Classic,128158,FA
619,American goldfinch,40673,FA
620,Cucurbita,144759,FA
621,John de Gray,155851,FA
622,Taiko,8715,FA
623,Tom Swift,52840,FA
624,Five pounds (gold coin),224880,FA
625,Eric Bana,177032,FA
626,Jack L. Warner,88492,FA
627,Death on the Rock,273808,FA
628,Canis Major,6366,FA
629,Torture,47702,FA
630,"Once More, with Feeling (Buffy the Vampire Slayer)",251815,FA
631,Madagascar,18964,FA
632,Common tern,239842,FA
633,Iguanodon,228798,FA
634,Pixies (band),23726,FA
635,Carillon,87440,FA
636,Black-necked grebe,203821,FA
637,Persecution of homosexuals in Nazi Germany,42402,FA
638,Existence,9302,FA
639,Tichborne case,262875,FA
640,Bird,3410,FA
641,Godsmack,165908,FA
642,Quark,25179,FA
643,Jupiter trojan,30972,FA
644,McDonnell XF-85 Goblin,307179,FA
645,Pelican,69785,FA
646,Justus,16425,FA
647,Angela Lansbury,165527,FA
648,"George Town, Penang",160728,FA
649,Stegosaurus,192790,FA
650,Blue whale,4925,FA
651,Anne of Denmark,57101,FA
652,Abdication of Edward VIII,167335,FA
653,Bristol,36741,FA
654,Franz Kafka,10858,FA
655,London Necropolis Company,250016,FA
656,Nauru,21302,FA
657,Common chiffchaff,232924,FA
658,Antiochus XI Epiphanes,168270,FA
659,Steve Biko,28320,FA
660,Kenesaw Mountain Landis,16812,FA
661,Bobby Robson,68685,FA
662,William III of England,47387,FA
663,Ælle of Sussex,2233,FA
664,Coinage Act of 1873,180923,FA
665,Demetrius III Eucaerus,84156,FA
666,Blackbeard,4572,FA
667,Julianne Moore,243685,FA
668,Vega,32712,FA
669,Benjamin Disraeli,3875,FA
670,National anthem of Russia,284384,FA
671,USS Nevada (BB-36),189945,FA
672,Grand Duchess Anastasia Nikolaevna of Russia,75392,FA
673,Californium,5676,FA
674,32X,29028,FA
675,Rhys ap Gruffydd,26532,FA
676,Buckingham Palace,3969,FA
677,Quagga,25229,FA
678,Rogers Hornsby,264228,FA
679,Star Trek: First Contact,27097,FA
680,Main sequence,19605,FA
681,Dream of the Rarebit Fiend,84806,FA
682,The Legend of Zelda: Ocarina of Time,165561,FA
683,Warren G. Harding,33060,FA
684,Gillingham F.C.,165278,FA
685,W. Somerset Maugham,33187,FA
686,Amphibian,621,FA
687,Caspar David Friedrich,5654,FA
688,Bivalvia,202240,FA
689,Ælfheah of Canterbury,2110,FA
690,Nick Drake,80521,FA
691,Perfect Dark,198435,FA
692,Solar System,26903,FA
693,1956 Winter Olympics,211869,FA
694,Edgar Allan Poe,9549,FA
695,Noble gas,21140,FA
696,Dengue fever,39669,FA
697,Henry I of England,14179,FA
698,Patrick Henry,76747,FA
699,J. Robert Oppenheimer,39034,FA
700,HMS Ark Royal (91),201180,FA
701,Nashville Sounds,207122,FA
702,"Sarah Churchill, Duchess of Marlborough",143298,FA
703,"Ernest Augustus, King of Hanover",266617,FA
704,Apollo 11,662,FA
705,Nights into Dreams,21218,FA
706,Black-shouldered kite,262170,FA
707,Gertie the Dinosaur,73842,FA
708,Colossal Cave Adventure,261798,FA
709,Carousel (musical),7566,FA
710,Zork,34419,FA
711,Emma Goldman,9764,FA
712,Epsilon Eridani,167664,FA
713,Oxygen,22303,FA
714,George III,42029,FA
715,Æthelstan,58522,FA
716,James K. Polk,15980,FA
717,Eta Carinae,92385,FA
718,Lion,36896,FA
719,Female genital mutilation,11408,FA
720,Ico,161487,FA
721,Gwoyeu Romatzyh,303448,FA
722,Audioslave,195437,FA
723,Red panda,26441,FA
724,Niels Bohr,21210,FA
725,Final Fantasy X,52759,FA
726,Constantine II of Scotland,7235,FA
727,King Arthur,16808,FA
728,"Stephens City, Virginia",137612,FA
729,John Young (astronaut),303563,FA
730,Władysław II Jagiełło,42586,FA
731,Tadeusz Kościuszko,140367,FA
732,Manchester Ship Canal,193449,FA
733,U.S. Route 101,70780,FA
734,Pavo (constellation),214340,FA
735,Galaxy,12558,FA
736,Elizabeth I,10128,FA
737,"Briarcliff Manor, New York",127545,FA
738,Javan rhinoceros,288557,FA
739,History of Sesame Street,262979,FA
740,Sense and Sensibility (film),142426,FA
741,Peregrine falcon,157626,FA
742,Revolutionary Girl Utena,113020,FA
743,Apollo 14,1968,FA
744,George I of Greece,187387,FA
745,Ealdred (archbishop of York),1583,FA
746,Æthelred I of Wessex,47367,FA
747,Cane toad,6641,FA
748,Donkey Kong Land,153420,FA
749,Gyromitra esculenta,302600,FA
750,William de St-Calais,157993,FA
751,Pinniped,60261,FA
752,Pyotr Ilyich Tchaikovsky,24503,FA
753,Nihonium,77474,FA
754,Henry Wood,180714,FA
755,Manuel I Komnenos,44833,FA
756,Chinua Achebe,262625,FA
757,Pallas's leaf warbler,234757,FA
758,Alexander Cameron Rutherford,233760,FA
759,Julian of Norwich,43418,FA
760,William Howard Taft,33522,FA
761,Hector Berlioz,53424,FA
762,Quiriguá,175849,FA
763,Polar bear,24408,FA
764,Cleopatra,60827,FA
765,Tang dynasty,43455,FA
766,Glacier National Park (U.S.),226211,FA
767,Gamma-ray burst,48803,FA
768,Ride the Lightning,18758,FA
769,Thomas R. Marshall,31362,FA
770,Charles Stewart (premier),233741,FA
771,Grus (constellation),12572,FA
772,Battle of Valcour Island,88383,FA
773,Hanford Site,39038,FA
774,Ben Affleck,159599,FA
775,William Lyon Mackenzie,246303,FA
776,The Age of Reason,31275,FA
777,Michael Hordern,164227,FA
778,J. R. R. Tolkien,15872,FA
779,Ayumi Hamasaki,173061,FA
780,Common blackbird,184826,FA
781,Ine of Wessex,145855,FA
782,Reese Witherspoon,93560,FA
783,Space Shuttle,28189,FA
784,Canberra,51983,FA
785,Emily Dickinson,159275,FA
786,Emmy Noether,149896,FA
787,Panzer I,199483,FA
788,Radical Dreamers,26055,FA
789,Group (mathematics),19447,FA
790,Ian Chappell,151608,FA
791,Antlia,1926,FA
792,Shergar,203964,FA
793,Edward Mitchell Bannister,9997,FA
794,Catopsbaatar,209342,FA
795,Frog,38498,FA
796,Vivien Leigh,32788,FA
797,Diamond,8082,FA
798,Musca,211825,FA
799,Planet,22915,FA
800,Leo Minor,211826,FA
801,Craters of the Moon National Monument and Preserve,264310,FA
802,Baron Munchausen,165329,FA
803,J. K. Rowling,16027,FA
804,Domitian,8592,FA
805,Kigali,56690,FA
806,Terry Fox,86700,FA
807,The Empire Strikes Back,53964,FA
808,Jaguar,16217,FA
809,Edward II of England,44848,FA
810,"Yes, Virginia, there is a Santa Claus",34342,FA
811,Emmeline Pankhurst,60557,FA
812,Calvin Coolidge,6195,FA
813,Thierry Henry,220160,FA
814,H.D.,168459,FA
815,The Smashing Pumpkins,31463,FA
816,Black currawong,221166,FA
817,Operation Epsom,252163,FA
818,Apollo 17,1971,FA
819,"Princess Louise, Duchess of Argyll",294177,FA
820,New York Dolls (album),195797,FA
821,Archaeopteryx,2995,FA
822,"Edgar, King of England",47399,FA
823,Hamlet,13554,FA
824,Order of the Garter,73259,FA
825,Hitler Diaries,91171,FA
826,Island of stability,66394,FA
827,Battle of the Trebia,238811,FA
828,Halifax Explosion,184399,FA
829,Hyderabad,37534,FA
830,Barnard's Star,4196,FA
831,Pomona College,187509,FA
832,Venus,32745,FA
833,"Gilbert du Motier, Marquis de Lafayette",156068,FA
