"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerTextLength","citationCountPerSection","externalLinksCount","externalLinksPerTextLength","externalLinksPerSection","imageCount","imagePerTextLength","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","modalAuxiliaryVerbCount","modalAuxiliaryVerbsRatio","modalAuxiliaryVerbsPerSentence","modalAuxiliaryVerbsRate","passiveVoiceCount","passiveVoiceRatio","passiveVoicePerSentence","passiveVoiceRate","numberOfSentencesThatStartWithACoordinatingConjunction","numberOfSentencesThatStartWithADeterminer","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunction","numberOfSentencesThatStartWithAnAdjective","numberOfSentencesThatStartWithANoun","numberOfSentencesThatStartWithAPronoun","numberOfSentencesThatStartWithAnAdverb","numberOfSentencesThatStartWithAnArticle","numberOfSentencesThatStartWithACoordinatingConjunctionRatio","numberOfSentencesThatStartWithADeterminerRatio","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunctionRatio","numberOfSentencesThatStartWithAnAdjectiveRatio","numberOfSentencesThatStartWithANounRatio","numberOfSentencesThatStartWithAPronounRatio","numberOfSentencesThatStartWithAnAdverbRatio","numberOfSentencesThatStartWithAnArticleRatio","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","differentNounsDifferentWordsRatio","verbCount","verbsPerSentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","differentVerbsDifferentWordsRatio","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","differentPronounsDifferentWordsRatio","adjectiveCount","adjectivesPerSentence","adjectivesRate","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","differentAdjectivesDifferentWordsRatio","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","differentAdverbsDifferentWordsRatio","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","differentCoordinatingConjunctionsDifferentWordsRatio","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionsAndConjunctionsDifferentWordsRatio","syllablesPerWord","charactersPerWord","NNP,NNP,NNP","VBD,DT,JJ","IN,DT,NNP","NNP,IN,DT","DT,NNP,NNP","JJ,NN,IN","NN,IN,DT","IN,DT,NN","NN,IN,NNP","IN,NNP,NNP","NNP,VBD,DT","VBD,DT,NN","DT,NN,IN","VBD,VBN,IN","NNP,NNP,VBD","IN,NN,IN","NNP,NNP,IN","NNP,IN,NNP","VBD,IN,DT","IN,DT,JJ","JJ,NNS,IN","DT,JJ,NN","IN,DT,NNS","IN,CD,NNP","VBN,IN,DT","DT,NN,NN","IN,PRP$,NN","NNP,VBD,VBN","NNP,CC,NNP","NNS,IN,DT","NN,IN,NN","DT,NN,VBD","NN,VBD,VBN","TO,VB,DT","NNP,POS,NN","ter","er_","_wa","was","as_","s_a","_a_","an_","e_a","_an","and","nd_","_re","ent","_of","of_","f_t","_th","the","he_","on_",",_a","at_","ed_","_on","n_t","or_","ing","ng_","_in","in_","d_t","d_a","_he","_to","ted","th_","al_","es_","ate","_co","ion","ere","_fo","for","s,_","to_","ati","st_","re_","_be","ly_","her","_hi","his","is_","e_t","en_","e_o","t_t","tio","_Th","age","agePerReview","reviewPerDay","reviewsPerUser","reviewsPerUserStdDev","discussionCount","reviewCount","registeredReviewCount","anonymouseReviewCount","registeredReviewRate","anonymouseReviewRate","registeredAnonymouseReviewRatio","userCount","occasionalUserCount","occasionalUserRate","registeredUserCount","anonymouseUserCount","registerdAnonymouseUserRatio","registeredUserRate","anonymouseUserRate","revertCount","revertReviewRatio","diversity","modifiedLinesRate","mostActiveUsersReviewCount","mostActiveUsersReviewRate","occasionalUsersReviewCount","occasionalUsersReviewRate","lastThreeMonthsReviewCount","lastThreeMonthsReviewRate","pageRank","indegree","outdegree","assortativity_inin","assortativity_inout","assortativity_outin","assortativity_outout","localClusteringCoefficient","reciprocity","linkCount","translationCount","probReviewRank","qualityClass"
2781,542,951,25,4,1,10,695.25,54.2,2079,97,21.432989690721648,936.2216172822899,0.25,147,0.05285868392664509,11,0.44,2.75,0,0,0,6,0.24,1.5,21.68,40,9,0.12,0.24,0,0,0,0,22,0.55,0.88,0.04059040590405904,7,0.175,0.28,0.012915129151291513,14,0.35,0.56,0.025830258302583026,0,13,3,1,1,4,3,12,0,0.52,0.12,0.04,0.04,0.16,0.12,0.48,13.576992619926195,13.004944649446486,36.389578597786,13.569628044280446,17.159084870848712,50.18194720408742,15.381575749822971,11.208451616236161,238,9.52,0.43911439114391143,187,7.48,0.34501845018450183,84,3.36,0.15498154981549817,0.35294117647058826,40,1.6,0.07380073800738007,42,1.68,0.07749077490774908,0.17647058823529413,16,0.64,0.02952029520295203,2,0.08,0.0036900369003690036,0.008403361344537815,36,1.44,0.06642066420664207,26,1.04,0.04797047970479705,0.1092436974789916,11,0.44,0.02029520295202952,10,0.4,0.01845018450184502,0.04201680672268908,13,0.52,0.023985239852398525,2,0.08,0.0036900369003690036,0.008403361344537815,72,2.88,0.13284132841328414,18,0.72,0.033210332103321034,0.07563025210084033,1.7546125461254614,5.130996309963099,5,2,8,0,7,7,13,18,1,1,0,2,10,10,0,2,2,1,2,3,4,6,3,3,8,3,1,0,0,7,4,6,4,1,1,6,9,17,13,17,11,6,5,7,15,12,14,23,3,24,24,17,63,61,68,18,4,6,37,5,5,6,12,13,17,10,10,6,1,14,13,6,10,15,24,12,17,13,5,5,3,13,9,15,8,6,5,3,2,0,1,8,2,8,5,10,12,1300,108.33333333333333,0.009230769230769232,1,0,0,12,10,2,0.8333333333333334,0.16666666666666666,5,12,12,1,10,2,5,0.8333333333333334,0.16666666666666666,1,0.08333333333333333,1,10,1,0.08333333333333333,12,1,0,0,0.15611625479037977,2,21,0.0004128670926976377,0.00796674748874264,0.004335104473325196,0.08365084863179771,0.17687747035573123,0.09523809523809523,21,0,0.047146328685269134,1
4043,859,1390,42,4,3,14,1010.75,61.357142857142854,3277,78,42.01282051282051,1515.9412917392283,0.75,361,0.08929013109077417,18,0.42857142857142855,4.5,2,0.047619047619047616,0.5,1,0.023809523809523808,0.25,20.452380952380953,41,11,0.14285714285714285,0.2619047619047619,0,0,0,0,24,0.4,0.5714285714285714,0.027939464493597205,2,0.03333333333333333,0.047619047619047616,0.002328288707799767,16,0.26666666666666666,0.38095238095238093,0.018626309662398137,0,9,17,2,1,7,4,8,0,0.21428571428571427,0.40476190476190477,0.047619047619047616,0.023809523809523808,0.16666666666666666,0.09523809523809523,0.19047619047619047,10.96444425965963,10.427753201396971,49.17944218083045,11.480724264094462,15.212384278507677,45.93716327801391,13.9611028157308,11.305163939242753,329,7.833333333333333,0.3830034924330617,309,7.357142857142857,0.359720605355064,120,2.857142857142857,0.13969732246798602,0.364741641337386,60,1.4285714285714286,0.06984866123399301,44,1.0476190476190477,0.051222351571594875,0.1337386018237082,36,0.8571428571428571,0.04190919674039581,2,0.047619047619047616,0.002328288707799767,0.0060790273556231,53,1.2619047619047619,0.06169965075669383,34,0.8095238095238095,0.03958090803259604,0.1033434650455927,18,0.42857142857142855,0.020954598370197905,14,0.3333333333333333,0.01629802095459837,0.0425531914893617,32,0.7619047619047619,0.037252619324796274,2,0.047619047619047616,0.002328288707799767,0.0060790273556231,141,3.357142857142857,0.16414435389988358,19,0.4523809523809524,0.02211874272409779,0.057750759878419454,1.6181606519208382,4.706635622817229,30,1,11,8,16,4,14,18,14,12,2,0,16,11,11,4,10,7,7,11,1,8,0,21,2,0,2,4,8,2,2,9,6,3,0,14,15,21,17,25,9,8,4,10,31,39,40,18,9,31,37,9,73,66,72,39,3,14,46,11,19,9,5,5,30,21,15,13,0,21,16,34,11,8,7,9,43,10,14,17,3,18,5,12,15,10,7,6,0,1,3,9,9,15,9,10,11,4739,121.51282051282051,0.008229584300485334,1.2580645161290323,0.7288228836273764,1,39,36,3,0.9230769230769231,0.07692307692307693,12,31,30,0.967741935483871,28,3,9.333333333333334,0.9032258064516129,0.0967741935483871,0,0,0.7948717948717948,17,7,0.1794871794871795,35,0.8974358974358975,0,0,3.6755751506796885,0,115,0,0,0.012244701446865403,0.8711547328897965,0.13790999237223495,0,266,2,0.08966327547254963,1
39557,8248,13811,328,11,8,95,3596.090909090909,86.82105263157895,8585,370,23.2027027027027,2743.033731937224,0.7272727272727273,370,0.00935359102055262,39,0.11890243902439024,3.5454545454545454,6,0.018292682926829267,0.5454545454545454,10,0.03048780487804878,0.9090909090909091,25.146341463414632,100,2,0.1798780487804878,0.375,1,0.003048780487804878,0,0,236,0.4338235294117647,0.7195121951219512,0.028612997090203686,47,0.08639705882352941,0.14329268292682926,0.00569835111542192,95,0.17463235294117646,0.2896341463414634,0.011517943743937924,22,84,60,7,83,35,20,69,0.06707317073170732,0.25609756097560976,0.18292682926829268,0.021341463414634148,0.2530487804878049,0.10670731707317073,0.06097560975609756,0.21036585365853658,13.732097744316434,11.223079534432589,39.65159435546832,13.975778311371865,18.16231932057439,49.620601587474674,16.023354530934952,11.622458827564998,1977,6.027439024390244,0.23969447138700292,2911,8.875,0.35293404461687683,626,1.9085365853658536,0.07589718719689621,0.31664137582195245,544,1.6585365853658536,0.06595538312318137,291,0.8871951219512195,0.03528128031037828,0.1471927162367223,306,0.9329268292682927,0.037099903006789524,14,0.042682926829268296,0.0016973811833171678,0.0070814365199797676,610,1.8597560975609757,0.07395732298739088,273,0.8323170731707317,0.03309893307468477,0.13808801213960548,318,0.9695121951219512,0.038554801163918524,125,0.38109756097560976,0.015155189136760427,0.06322711178553364,278,0.8475609756097561,0.03370514064015519,7,0.021341463414634148,0.0008486905916585839,0.0035407182599898838,1163,3.5457317073170733,0.14100387972841902,51,0.15548780487804878,0.006183317167798254,0.025796661608497723,1.674466537342386,4.7959505334626575,136,8,74,43,43,95,155,156,111,106,13,15,158,12,19,22,65,85,9,126,28,165,22,0,33,23,18,21,53,38,26,5,11,54,39,69,166,85,76,152,129,154,108,90,258,272,275,137,104,337,328,120,741,673,679,215,79,89,235,103,144,113,213,196,240,229,112,66,37,258,66,117,103,154,87,136,130,81,131,125,73,270,42,80,105,114,144,56,67,71,135,103,65,87,93,102,91,2384,58.146341463414636,0.017197986577181208,1.4137931034482758,1.6800774084910988,0,41,39,2,0.9512195121951219,0.04878048780487805,19.5,29,28,0.9655172413793104,27,2,13.5,0.9310344827586207,0.06896551724137931,0,0,0.7073170731707317,129,10,0.24390243902439024,31,0.7560975609756098,0,0,0.15,0,27,0,0,0.002255527434515448,0.2767653758542141,0.13817663817663817,0,0,1,0.29211442177606717,1
3093,675,1066,28,6,0,7,515.5,96.42857142857143,1292,73,17.698630136986303,455.96699441955224,0,421,0.13611380536695764,4,0.14285714285714285,0.6666666666666666,1,0.03571428571428571,0.16666666666666666,1,0.03571428571428571,0.16666666666666666,24.107142857142858,50,9,0.25,0.32142857142857145,0,0,0,0,20,0.46511627906976744,0.7142857142857143,0.02962962962962963,2,0.046511627906976744,0.07142857142857142,0.002962962962962963,9,0.20930232558139536,0.32142857142857145,0.013333333333333334,0,11,6,3,1,3,2,9,0,0.39285714285714285,0.21428571428571427,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.32142857142857145,12.2058380952381,9.915614814814816,48.760916666666674,12.447044973544976,15.272486772486772,41.92234169653524,13.651812934410021,10.984466137566137,267,9.535714285714286,0.39555555555555555,219,7.821428571428571,0.3244444444444444,90,3.2142857142857144,0.13333333333333333,0.33707865168539325,43,1.5357142857142858,0.0637037037037037,37,1.3214285714285714,0.054814814814814816,0.13857677902621723,12,0.42857142857142855,0.017777777777777778,2,0.07142857142857142,0.002962962962962963,0.00749063670411985,63,2.25,0.09333333333333334,38,1.3571428571428572,0.056296296296296296,0.14232209737827714,13,0.4642857142857143,0.01925925925925926,11,0.39285714285714285,0.016296296296296295,0.04119850187265917,21,0.75,0.03111111111111111,2,0.07142857142857142,0.002962962962962963,0.00749063670411985,112,4,0.16592592592592592,22,0.7857142857142857,0.03259259259259259,0.08239700374531835,1.5792592592592594,4.582222222222223,11,3,15,12,7,7,19,25,6,4,2,4,15,6,7,3,12,10,3,14,3,13,1,0,10,2,3,1,1,8,1,9,3,2,0,7,16,18,16,20,11,8,9,5,20,22,27,14,5,39,37,19,91,79,88,22,9,6,34,11,19,4,19,16,23,21,12,7,3,11,6,19,3,6,6,10,23,4,14,14,7,11,3,10,4,5,6,1,0,7,8,7,8,10,1,9,12,141,35.25,0.028368794326241134,1.3333333333333333,0.5773502691896257,0,4,4,0,1,0,4,3,3,1,3,0,3,1,0,0,0,0.75,11,0,0,4,1,0,0,1.3206033118824971,325,421,0.2667028944056744,1.0923286942966433,0.3454828262916582,1.4149857855350363,0.36138060708566494,0.7719714964370546,669,0,0.07079636814808636,1
3994,787,1353,39,3,3,13,1331.3333333333333,60.53846153846154,3017,92,32.79347826086956,1512.7181936280576,1,885,0.22158237356034052,56,1.435897435897436,18.666666666666668,14,0.358974358974359,4.666666666666667,8,0.20512820512820512,2.6666666666666665,20.17948717948718,44,8,0.10256410256410256,0.2564102564102564,0,0,0,0,26,0.5,0.6666666666666666,0.03303684879288437,1,0.019230769230769232,0.02564102564102564,0.0012706480304955528,21,0.40384615384615385,0.5384615384615384,0.026683608640406607,0,19,10,1,0,5,3,18,0,0.48717948717948717,0.2564102564102564,0.02564102564102564,0,0.1282051282051282,0.07692307692307693,0.46153846153846156,12.562843970937998,12.573977128335454,40.90961847978369,12.566404066073698,16.559723715505164,49.023197471736225,14.950553216666982,11.659638904636235,294,7.538461538461538,0.3735705209656925,299,7.666666666666667,0.3799237611181703,106,2.717948717948718,0.13468869123252858,0.36054421768707484,52,1.3333333333333333,0.06607369758576874,41,1.0512820512820513,0.052096569250317665,0.13945578231292516,42,1.0769230769230769,0.053367217280813214,1,0.02564102564102564,0.0012706480304955528,0.003401360544217687,46,1.1794871794871795,0.05844980940279543,33,0.8461538461538461,0.04193138500635324,0.11224489795918367,18,0.46153846153846156,0.022871664548919948,13,0.3333333333333333,0.016518424396442185,0.04421768707482993,24,0.6153846153846154,0.030495552731893267,3,0.07692307692307693,0.0038119440914866584,0.01020408163265306,105,2.6923076923076925,0.13341804320203304,18,0.46153846153846156,0.022871664548919948,0.061224489795918366,1.7191867852604827,5.074968233799238,56,1,7,5,11,6,11,11,3,12,2,1,5,12,7,4,10,7,1,9,2,14,0,2,4,0,1,4,1,4,5,7,7,1,1,11,25,19,18,25,14,12,6,2,24,28,28,15,9,20,18,10,55,50,63,33,4,15,55,8,13,14,36,28,34,23,21,13,0,28,20,36,9,4,24,14,17,9,12,18,2,29,15,11,13,6,11,6,1,3,3,6,6,0,9,15,20,1073,119.22222222222223,0.008387698042870456,1.2857142857142858,0.7559289460184545,1,9,8,1,0.8888888888888888,0.1111111111111111,8,7,7,1,6,1,6,0.8571428571428571,0.14285714285714285,1,0.1111111111111111,0.7777777777777778,16,0,0,9,1,1,0.1111111111111111,0.5843138744471381,8,901,0.003226716789044072,0.019943996643089674,0.3634089783660886,2.2461926219279746,0.24929425761959456,0.008879023307436182,920,0,0.07964589543213749,1
13948,2643,4654,112,7,5,39,1992.5714285714287,67.76923076923077,11100,34,326.47058823529414,4030.5052560501167,0.7142857142857143,874,0.06266131344995698,36,0.32142857142857145,5.142857142857143,3,0.026785714285714284,0.42857142857142855,16,0.14285714285714285,2.2857142857142856,23.598214285714285,72,2,0.15178571428571427,0.3392857142857143,0,0,0,0,54,0.34838709677419355,0.48214285714285715,0.02043132803632236,2,0.012903225806451613,0.017857142857142856,0.0007567158531971245,31,0.2,0.2767857142857143,0.01172909572455543,0,40,32,3,12,2,8,32,0,0.35714285714285715,0.2857142857142857,0.026785714285714284,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.2857142857142857,15.225361399383821,13.976405599697308,33.91255143303067,14.391661498027137,18.17178666018053,56.76997154090378,16.09563184644992,12.501833327928221,950,8.482142857142858,0.35944003026863414,1145,10.223214285714286,0.43321982595535374,395,3.5267857142857144,0.14945138100643207,0.41578947368421054,155,1.3839285714285714,0.05864547862277715,122,1.0892857142857142,0.0461596670450246,0.12842105263157894,19,0.16964285714285715,0.007188800605372683,7,0.0625,0.0026485054861899358,0.007368421052631579,136,1.2142857142857142,0.051456678017404466,100,0.8928571428571429,0.037835792659856225,0.10526315789473684,32,0.2857142857142857,0.012107453651153992,23,0.20535714285714285,0.00870223231176693,0.024210526315789474,107,0.9553571428571429,0.040484298146046156,4,0.03571428571428571,0.001513431706394249,0.004210526315789474,323,2.8839285714285716,0.1222096102913356,29,0.25892857142857145,0.010972379871358306,0.030526315789473683,1.7608777903897086,5.277336360196746,120,8,29,12,31,15,32,32,19,36,4,6,22,13,16,18,39,18,5,20,4,22,4,29,9,10,1,14,20,16,8,23,11,4,2,44,78,34,26,42,49,26,29,13,113,121,138,57,52,83,80,27,202,191,219,130,31,34,136,23,24,26,64,63,80,72,52,36,6,63,52,53,33,40,37,70,157,16,38,34,33,62,53,23,19,11,22,5,6,11,22,24,16,16,17,84,47,1111,20.574074074074073,0.048604860486048604,2.16,2.640706976045115,0,54,36,18,0.6666666666666666,0.3333333333333333,2,25,21,0.84,18,7,2.5714285714285716,0.72,0.28,1,0.018518518518518517,0.46296296296296297,48,11,0.2037037037037037,24,0.4444444444444444,0,0,0.2322637802223308,7,48,0.0004905489688915505,0.056114269056988776,0.003363764358113489,0.384783559247923,0.1265993265993266,0.14583333333333334,47,0,0.1855950074525882,1
32708,6525,11378,244,6,6,62,5451.333333333333,105.24193548387096,19340,41,471.7073170731707,7704.289889405772,1,1341,0.040999143940320414,207,0.8483606557377049,34.5,174,0.7131147540983607,29,13,0.05327868852459016,2.1666666666666665,26.741803278688526,104,2,0.22950819672131148,0.45081967213114754,0,0,0,0,142,0.3021276595744681,0.5819672131147541,0.021762452107279694,43,0.09148936170212765,0.1762295081967213,0.006590038314176245,78,0.16595744680851063,0.319672131147541,0.011954022988505748,1,41,51,7,95,22,14,33,0.004098360655737705,0.1680327868852459,0.20901639344262296,0.028688524590163935,0.38934426229508196,0.09016393442622951,0.05737704918032787,0.13524590163934427,15.550814283022426,12.56791417624521,32.170414499717396,15.41560979209849,18.77641479806545,54.66981928983015,16.40633761821305,12.021809917718736,1892,7.754098360655738,0.2899616858237548,2261,9.26639344262295,0.34651340996168584,741,3.0368852459016393,0.1135632183908046,0.3916490486257928,470,1.9262295081967213,0.07203065134099616,302,1.2377049180327868,0.04628352490421456,0.15961945031712474,222,0.9098360655737705,0.03402298850574713,12,0.04918032786885246,0.0018390804597701149,0.006342494714587738,519,2.127049180327869,0.07954022988505748,253,1.0368852459016393,0.03877394636015326,0.13372093023255813,173,0.7090163934426229,0.026513409961685823,64,0.26229508196721313,0.009808429118773946,0.03382663847780127,206,0.8442622950819673,0.03157088122605364,4,0.01639344262295082,0.0006130268199233716,0.0021141649048625794,901,3.692622950819672,0.13808429118773946,45,0.18442622950819673,0.006896551724137931,0.023784355179704016,1.7437547892720306,5.01272030651341,84,29,61,32,57,81,113,108,68,41,29,30,101,31,28,30,34,31,17,93,34,128,12,29,29,18,17,13,29,38,27,21,18,37,37,113,140,77,59,144,108,121,144,81,249,232,220,109,187,226,203,73,546,488,483,145,41,97,352,59,99,66,213,203,242,182,157,69,48,209,97,71,127,90,94,127,192,55,82,93,48,191,104,76,67,74,63,42,55,50,74,67,65,50,80,141,34,1653,1.4512730465320456,0.6890502117362372,1.7852664576802508,4.532038660325467,28,1139,814,325,0.7146619841966637,0.2853380158033363,2.5046153846153847,638,599,0.9388714733542319,350,288,1.2152777777777777,0.54858934169279,0.45141065830721006,2,0.001755926251097454,0.5601404741000878,69,423,0.3713784021071115,688,0.6040386303775241,37,0.0324846356453029,15.919959453928369,450,248,0.15302282188504043,3.810367207307753,0.08433257739442229,2.0999357053607173,0.03674466501954755,1.814516129032258,302,48,0.31954529388705255,1
9444,1866,3225,90,5,7,19,1888.8,98.21052631578948,7501,204,36.76960784313726,3149.837487871398,1.4,911,0.09646336298178738,45,0.5,9,33,0.36666666666666664,6.6,1,0.011111111111111112,0.2,20.733333333333334,54,6,0.15555555555555556,0.3,0,0,0,0,54,0.32926829268292684,0.6,0.028938906752411574,4,0.024390243902439025,0.044444444444444446,0.0021436227224008574,25,0.1524390243902439,0.2777777777777778,0.01339764201500536,0,15,28,2,17,20,4,12,0,0.16666666666666666,0.3111111111111111,0.022222222222222223,0.18888888888888888,0.2222222222222222,0.044444444444444446,0.13333333333333333,12.774415862808148,12.531575562700958,39.57684030010722,12.889890675241158,15.7102679528403,48.364066359103404,14.330227234940836,11.527515348338692,740,8.222222222222221,0.3965702036441586,646,7.177777777777778,0.3461950696677385,262,2.911111111111111,0.14040728831725616,0.35405405405405405,164,1.8222222222222222,0.08788853161843516,121,1.3444444444444446,0.06484458735262594,0.1635135135135135,108,1.2,0.05787781350482315,8,0.08888888888888889,0.004287245444801715,0.010810810810810811,113,1.2555555555555555,0.060557341907824226,72,0.8,0.03858520900321544,0.0972972972972973,58,0.6444444444444445,0.031082529474812434,35,0.3888888888888889,0.018756698821007504,0.0472972972972973,55,0.6111111111111112,0.02947481243301179,3,0.03333333333333333,0.001607717041800643,0.004054054054054054,282,3.1333333333333333,0.15112540192926044,33,0.36666666666666664,0.017684887459807074,0.0445945945945946,1.7282958199356913,5.061093247588424,42,8,33,14,10,15,25,34,29,22,2,7,30,8,7,4,12,20,9,17,6,28,7,7,7,7,3,5,13,20,3,5,4,8,4,34,48,31,25,52,21,31,65,23,62,61,53,40,36,74,69,21,164,157,152,32,15,24,117,9,30,16,47,51,73,63,39,28,22,51,26,15,38,32,29,34,49,24,35,34,14,50,29,22,23,24,27,24,23,22,28,14,22,24,24,36,14,5593,15.450276243093922,0.0647237618451636,1.1830065359477124,0.6266005969944981,0,362,265,97,0.7320441988950276,0.26795580110497236,2.731958762886598,306,299,0.9771241830065359,214,92,2.3260869565217392,0.6993464052287581,0.3006535947712418,2,0.0055248618784530384,0.8453038674033149,23,54,0.14917127071823205,331,0.914364640883978,4,0.011049723756906077,7.746750729828797,216,145,0.03877614652346903,2.995965727897952,0.026030283545847265,2.0111806969685326,0.07776623576485073,1.4896551724137932,147,28,0.1678053482334223,1
1209,247,422,14,2,0,4,604.5,61.75,698,511,1.365949119373777,132.22896808188437,0,511,0.4226633581472291,7,0.5,3.5,4,0.2857142857142857,2,2,0.14285714285714285,1,17.642857142857142,29,10,0.07142857142857142,0.07142857142857142,0,0,0,0,11,0.55,0.7857142857142857,0.044534412955465584,1,0.05,0.07142857142857142,0.004048582995951417,6,0.3,0.42857142857142855,0.024291497975708502,0,11,1,0,1,1,0,9,0,0.7857142857142857,0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0,0.6428571428571429,10.445639097744362,11.303319838056677,44.38822874493928,11.451038172353964,14.506535569693467,45.98293811451706,13.484332010920856,11.223933892423368,150,10.714285714285714,0.6072874493927125,79,5.642857142857143,0.31983805668016196,55,3.9285714285714284,0.22267206477732793,0.36666666666666664,20,1.4285714285714286,0.08097165991902834,22,1.5714285714285714,0.08906882591093117,0.14666666666666667,3,0.21428571428571427,0.012145748987854251,2,0.14285714285714285,0.008097165991902834,0.013333333333333334,26,1.8571428571428572,0.10526315789473684,21,1.5,0.08502024291497975,0.14,1,0.07142857142857142,0.004048582995951417,1,0.07142857142857142,0.004048582995951417,0.006666666666666667,4,0.2857142857142857,0.016194331983805668,1,0.07142857142857142,0.004048582995951417,0.006666666666666667,36,2.5714285714285716,0.145748987854251,14,1,0.05668016194331984,0.09333333333333334,1.708502024291498,4.894736842105263,5,0,2,1,3,3,5,7,0,1,0,0,2,3,3,2,1,1,3,9,1,7,1,1,5,3,0,2,1,3,1,1,0,1,0,4,3,3,3,4,6,9,2,2,5,5,6,12,9,7,7,3,24,20,29,9,1,4,17,2,7,4,5,5,10,7,6,0,1,5,1,2,10,7,1,1,8,1,5,5,1,5,2,2,4,4,0,0,0,2,8,2,3,2,4,6,10,2245,320.7142857142857,0.0031180400890868597,1.4,0.8944271909999159,0,7,6,1,0.8571428571428571,0.14285714285714285,6,5,5,1,4,1,4,0.8,0.2,0,0,0.7142857142857143,4,0,0,7,1,0,0,1.8997886442306833,93,97,0.504986996656283,0.9898050638583912,0.5267068674802091,1.0323773246695047,0.4226677805625174,0.9587628865979382,96,2,0.035296177485439395,1
5566,1107,1891,34,4,0,11,1391.5,100.63636363636364,3949,90,43.87777777777778,1794.3003278901408,0,90,0.016169601149838304,12,0.35294117647058826,3,5,0.14705882352941177,1.25,1,0.029411764705882353,0.25,32.55882352941177,87,11,0.20588235294117646,0.4117647058823529,0,0,0,0,28,0.36363636363636365,0.8235294117647058,0.025293586269196026,3,0.03896103896103896,0.08823529411764706,0.0027100271002710027,19,0.24675324675324675,0.5588235294117647,0.017163504968383016,0,21,10,1,2,0,0,21,0,0.6176470588235294,0.29411764705882354,0.029411764705882353,0.058823529411764705,0,0,0.6176470588235294,18.531308783676074,12.855537488708219,29.27234696317555,17.264942079812958,22.093086774005,62.911127052447,18.650909106582148,12.568734720229555,434,12.764705882352942,0.3920505871725384,401,11.794117647058824,0.36224028906955735,121,3.5588235294117645,0.1093044263775971,0.27880184331797236,77,2.264705882352941,0.06955736224028906,74,2.176470588235294,0.06684733514001806,0.17050691244239632,18,0.5294117647058824,0.016260162601626018,6,0.17647058823529413,0.005420054200542005,0.013824884792626729,92,2.7058823529411766,0.08310749774164408,45,1.3235294117647058,0.04065040650406504,0.10368663594470046,16,0.47058823529411764,0.014453477868112014,12,0.35294117647058826,0.01084010840108401,0.027649769585253458,49,1.4411764705882353,0.044263775971093045,2,0.058823529411764705,0.0018066847335140017,0.004608294930875576,118,3.4705882352941178,0.10659439927732611,26,0.7647058823529411,0.023486901535682024,0.059907834101382486,1.7082204155374887,5.028003613369467,14,8,10,6,21,10,15,19,10,4,5,6,20,12,20,0,8,2,3,15,3,16,2,10,10,0,1,7,6,7,3,5,4,11,0,11,16,19,17,18,17,11,26,10,54,49,53,22,11,31,29,17,107,102,116,25,9,14,69,8,12,2,27,30,15,7,29,22,5,30,10,44,6,7,7,20,22,19,13,13,31,29,4,6,16,10,4,8,2,5,4,21,16,7,16,4,19,3286,328.6,0.0030432136335970784,1.6666666666666667,1.2110601416389966,1,10,9,1,0.9,0.1,9,6,5,0.8333333333333334,5,1,5,0.8333333333333334,0.16666666666666666,0,0,0.6,12,0,0,6,0.6,1,0.1,0.15,0,352,0,0,0.047691740395947986,0.8758756706700691,0.604789886039886,0,0,1,0.09904501478630581,1
